Species,Year,Season,Day,Habitat,AGE,BRE,PPM,MUS,BM,WC
Basileuterus_rufifrons ,2009,FALL,204,FOREST,3,NO,STATIC,2,10.3,53
Basileuterus_rufifrons ,2009,FALL,205,FOREST,4,NO,STATIC,3,10.7,59
Basileuterus_rufifrons ,2009,FALL,205,FOREST,4,NA,STATIC,2,10.9,54
Basileuterus_rufifrons ,2009,FALL,221,FOREST,3,NO,STATIC,2,10.4,57
Basileuterus_rufifrons ,2009,FALL,226,FOREST,3,NO,STATIC,2,10.1,53
Basileuterus_rufifrons ,2009,FALL,243,COFFEE,3,NA,STATIC,2,10.8,57
Basileuterus_rufifrons ,2009,FALL,243,COFFEE,3,NA,STATIC,2,9.8,53
Basileuterus_rufifrons ,2009,FALL,248,COFFEE,3,NO,STATIC,2,10.4,56
Basileuterus_rufifrons ,2010,SPRING,2,FOREST,3,NO,STATIC,2,10.3,53
Basileuterus_rufifrons ,2010,SPRING,3,COFFEE,4,NA,STATIC,NA,11.3,58
Basileuterus_rufifrons ,2010,SPRING,3,FOREST,0,NO,NA,2,10.1,54
Basileuterus_rufifrons ,2010,SPRING,4,FOREST,4,NA,STATIC,3,10.8,58
Basileuterus_rufifrons ,2010,SPRING,5,COFFEE,0,NO,NA,3,10.9,53
Basileuterus_rufifrons ,2010,SPRING,5,COFFEE,3,NO,STATIC,3,11.2,55
Basileuterus_rufifrons ,2010,SPRING,6,FOREST,3,NO,STATIC,3,NA,53
Basileuterus_rufifrons ,2010,SPRING,6,FOREST,4,YES,STATIC,3,NA,60
Basileuterus_rufifrons ,2010,SPRING,8,COFFEE,4,YES,STATIC,2,10.6,59
Basileuterus_rufifrons ,2010,SPRING,11,COFFEE,3,NO,STATIC,2,10.4,54
Basileuterus_rufifrons ,2010,SPRING,12,COFFEE,3,NO,STATIC,3,10.1,54
Basileuterus_rufifrons ,2010,SPRING,13,COFFEE,3,NO,STATIC,3,10.9,51
Basileuterus_rufifrons ,2010,SPRING,15,FOREST,3,NO,STATIC,2,NA,56
Basileuterus_rufifrons ,2010,SPRING,16,COFFEE,3,NO,STATIC,3,10.3,58
Basileuterus_rufifrons ,2010,SPRING,16,COFFEE,0,NO,NA,2,10.2,53
Basileuterus_rufifrons ,2010,SPRING,18,COFFEE,4,NO,STATIC,2,11.1,59
Basileuterus_rufifrons ,2010,SPRING,19,COFFEE,4,NO,STATIC,2,9.8,53
Basileuterus_rufifrons ,2010,SPRING,19,COFFEE,4,YES,STATIC,2,10.7,56
Basileuterus_rufifrons ,2010,SPRING,23,COFFEE,4,NO,STATIC,2,10.3,52
Basileuterus_rufifrons ,2010,SPRING,24,COFFEE,3,NO,STATIC,2,10.6,56
Basileuterus_rufifrons ,2010,SPRING,24,COFFEE,4,NO,STATIC,2,11.3,54
Basileuterus_rufifrons ,2010,SPRING,25,COFFEE,4,YES,STATIC,2,11,57
Basileuterus_rufifrons ,2010,SPRING,25,COFFEE,4,NO,STATIC,2,10.2,55
Basileuterus_rufifrons ,2010,SPRING,29,COFFEE,3,NO,STATIC,2,9.7,52
Basileuterus_rufifrons ,2010,SPRING,29,COFFEE,3,YES,STATIC,3,10.4,57
Basileuterus_rufifrons ,2010,SPRING,30,COFFEE,3,NO,STATIC,2,10.8,54
Basileuterus_rufifrons ,2010,SPRING,31,COFFEE,4,YES,STATIC,3,11.9,57
Basileuterus_rufifrons ,2010,SPRING,31,FOREST,4,YES,STATIC,3,10.8,58
Basileuterus_rufifrons ,2010,SPRING,32,COFFEE,4,NO,STATIC,2,10.7,52
Basileuterus_rufifrons ,2010,SPRING,33,COFFEE,4,YES,STATIC,2,11,56
Basileuterus_rufifrons ,2010,SPRING,34,COFFEE,3,NO,STATIC,3,10.9,58
Basileuterus_rufifrons ,2010,SPRING,34,COFFEE,4,NA,STATIC,NA,12.2,54
Basileuterus_rufifrons ,2010,SPRING,34,COFFEE,3,YES,STATIC,3,10.8,57
Basileuterus_rufifrons ,2010,SPRING,35,COFFEE,4,YES,STATIC,2,10.9,56
Basileuterus_rufifrons ,2010,SPRING,35,COFFEE,3,NO,STATIC,2,10,52
Basileuterus_rufifrons ,2010,SPRING,35,COFFEE,4,YES,STATIC,2,14.7,54
Basileuterus_rufifrons ,2010,SPRING,36,COFFEE,3,NO,STATIC,2,10.9,55
Basileuterus_rufifrons ,2010,SPRING,38,COFFEE,3,NO,STATIC,2,9.7,51
Basileuterus_rufifrons ,2010,SPRING,38,COFFEE,4,YES,STATIC,2,10.7,57
Basileuterus_rufifrons ,2010,SPRING,38,COFFEE,4,YES,STATIC,2,11.8,57
Basileuterus_rufifrons ,2010,SPRING,41,COFFEE,4,YES,STATIC,2,11.4,59
Basileuterus_rufifrons ,2010,SPRING,43,COFFEE,3,NO,STATIC,3,11,58
Basileuterus_rufifrons ,2010,SPRING,44,COFFEE,3,NO,STATIC,2,10.1,51
Basileuterus_rufifrons ,2010,SPRING,47,COFFEE,3,NO,STATIC,2,10.4,52
Basileuterus_rufifrons ,2010,SPRING,52,FOREST,4,YES,STATIC,3,11.2,57
Basileuterus_rufifrons ,2010,FALL,205,COFFEE,3,NO,STATIC,2,11.2,55
Basileuterus_rufifrons ,2010,FALL,205,COFFEE,3,NO,STATIC,2,11.2,55
Basileuterus_rufifrons ,2010,FALL,222,COFFEE,4,NO,STATIC,3,11.6,59
Basileuterus_rufifrons ,2010,FALL,238,COFFEE,3,NO,STATIC,3,NA,55
Basileuterus_rufifrons ,2011,SPRING,11,COFFEE,4,NO,ACTIVE,3,10,61
Basileuterus_rufifrons ,2011,SPRING,13,COFFEE,4,NO,STATIC,3,11,57
Basileuterus_rufifrons ,2011,SPRING,18,COFFEE,4,NO,STATIC,2,10.7,59
Basileuterus_rufifrons ,2011,SPRING,20,COFFEE,4,NO,STATIC,3,11.1,54
Basileuterus_rufifrons ,2011,SPRING,21,COFFEE,4,NO,STATIC,2,10.5,53
Basileuterus_rufifrons ,2011,SPRING,23,COFFEE,4,NO,STATIC,3,10.9,57
Basileuterus_rufifrons ,2011,SPRING,30,FOREST,4,YES,STATIC,3,11,59
Basileuterus_rufifrons ,2011,SPRING,32,COFFEE,0,NO,NA,2,10,53
Basileuterus_rufifrons ,2011,SPRING,32,COFFEE,4,YES,STATIC,3,10.9,58
Basileuterus_rufifrons ,2011,SPRING,32,COFFEE,3,YES,STATIC,3,11,54
Basileuterus_rufifrons ,2011,SPRING,34,COFFEE,4,YES,STATIC,3,12.7,54
Basileuterus_rufifrons ,2011,SPRING,34,COFFEE,4,YES,STATIC,3,11.6,54
Basileuterus_rufifrons ,2011,SPRING,34,COFFEE,4,YES,STATIC,3,11.5,57
Basileuterus_rufifrons ,2011,SPRING,35,FOREST,4,YES,STATIC,3,13.6,54
Basileuterus_rufifrons ,2011,SPRING,37,COFFEE,0,NO,NA,2,10.4,53
Basileuterus_rufifrons ,2011,SPRING,37,COFFEE,4,YES,STATIC,2,11,58
Basileuterus_rufifrons ,2011,SPRING,37,COFFEE,3,NO,STATIC,2,10.3,53
Basileuterus_rufifrons ,2011,SPRING,44,COFFEE,3,YES,STATIC,3,10.6,53
Basileuterus_rufifrons ,2011,SPRING,46,COFFEE,4,YES,STATIC,2,11.4,53
Basileuterus_rufifrons ,2011,SPRING,46,FOREST,4,YES,STATIC,3,11.5,59
Basileuterus_rufifrons ,2011,SPRING,48,FOREST,0,YES,NA,3,11.6,54
Basileuterus_rufifrons ,2011,SPRING,51,COFFEE,4,YES,STATIC,2,10.7,56
Basileuterus_rufifrons ,2011,SPRING,52,FOREST,3,YES,STATIC,2,11.1,55
Basileuterus_rufifrons ,2011,SPRING,53,COFFEE,0,NO,NA,0,10.2,54
Basileuterus_rufifrons ,2011,SPRING,54,FOREST,4,YES,STATIC,2,10.4,53
Basileuterus_rufifrons ,2011,SPRING,56,COFFEE,4,YES,STATIC,2,10.4,53
Basileuterus_rufifrons ,2011,SPRING,56,COFFEE,4,YES,STATIC,2,11,57
Basileuterus_rufifrons ,2011,SPRING,56,FOREST,4,YES,STATIC,3,11.1,60
Basileuterus_rufifrons ,2011,SPRING,57,COFFEE,4,YES,STATIC,3,11,57
Basileuterus_rufifrons ,2011,SPRING,57,FOREST,4,YES,STATIC,3,10.5,53
Basileuterus_rufifrons ,2011,SPRING,59,COFFEE,4,YES,STATIC,2,11.2,58
Basileuterus_rufifrons ,2011,SPRING,60,COFFEE,4,YES,STATIC,2,15.2,57
Basileuterus_rufifrons ,2011,SPRING,60,COFFEE,4,YES,STATIC,2,11.4,56
Basileuterus_rufifrons ,2011,SPRING,61,COFFEE,4,YES,STATIC,3,11.6,58
Basileuterus_rufifrons ,2011,SPRING,62,COFFEE,3,NO,STATIC,3,10.4,57
Basileuterus_rufifrons ,2011,SUMMER,134,COFFEE,2,NO,STATIC,NA,10.8,56
Basileuterus_rufifrons ,2011,SUMMER,134,COFFEE,4,NO,ACTIVE,NA,11.3,57
Basileuterus_rufifrons ,2011,SUMMER,135,COFFEE,2,NO,ACTIVE,NA,11.9,52
Basileuterus_rufifrons ,2011,SUMMER,143,COFFEE,3,NO,ACTIVE,NA,11.6,53
Basileuterus_rufifrons ,2011,SUMMER,144,FOREST,3,NO,ACTIVE,NA,10.6,53
Basileuterus_rufifrons ,2011,SUMMER,145,FOREST,3,NO,STATIC,NA,10.8,53
Basileuterus_rufifrons ,2011,SUMMER,146,COFFEE,3,NO,STATIC,NA,11.1,56
Basileuterus_rufifrons ,2011,SUMMER,146,COFFEE,3,NO,STATIC,NA,10.1,55
Basileuterus_rufifrons ,2011,SUMMER,147,COFFEE,3,NO,STATIC,NA,10.2,53
Basileuterus_rufifrons ,2011,SUMMER,150,FOREST,3,NO,STATIC,NA,12.2,58
Basileuterus_rufifrons ,2011,SUMMER,150,FOREST,2,NO,STATIC,NA,11.1,54
Basileuterus_rufifrons ,2011,SUMMER,150,FOREST,3,NO,STATIC,NA,10.1,52
Basileuterus_rufifrons ,2011,SUMMER,151,FOREST,2,NO,STATIC,NA,11,55
Basileuterus_rufifrons ,2011,SUMMER,152,COFFEE,4,NO,STATIC,NA,11.7,56
Basileuterus_rufifrons ,2011,SUMMER,153,COFFEE,4,NO,ACTIVE,NA,11.8,55
Basileuterus_rufifrons ,2011,SUMMER,155,FOREST,4,NO,STATIC,NA,10.2,55
Basileuterus_rufifrons ,2011,SUMMER,156,COFFEE,3,NO,STATIC,NA,10.3,56
Basileuterus_rufifrons ,2011,FALL,198,FOREST,3,NO,STATIC,2,10.7,57
Basileuterus_rufifrons ,2011,FALL,198,FOREST,3,NO,STATIC,2,10,58
Basileuterus_rufifrons ,2011,FALL,198,FOREST,3,NO,STATIC,3,10.6,54
Basileuterus_rufifrons ,2011,FALL,202,FOREST,3,NO,STATIC,3,10.7,59
Basileuterus_rufifrons ,2011,FALL,202,FOREST,3,NO,STATIC,3,10.1,55
Basileuterus_rufifrons ,2011,FALL,202,FOREST,3,NO,STATIC,3,11.2,54
Basileuterus_rufifrons ,2011,FALL,204,FOREST,0,NO,NA,3,10.7,60
Basileuterus_rufifrons ,2011,FALL,204,FOREST,3,NO,STATIC,2,11.6,56
Basileuterus_rufifrons ,2011,FALL,204,FOREST,3,NO,ACTIVE,3,11.3,53
Basileuterus_rufifrons ,2011,FALL,205,FOREST,3,NO,STATIC,3,10.5,56
Basileuterus_rufifrons ,2011,FALL,205,FOREST,3,NO,STATIC,3,11.1,57
Basileuterus_rufifrons ,2011,FALL,206,FOREST,3,NA,STATIC,NA,11.2,55
Basileuterus_rufifrons ,2011,FALL,210,FOREST,3,NO,STATIC,3,11.6,54
Basileuterus_rufifrons ,2011,FALL,217,FOREST,3,NO,STATIC,2,11,54
Basileuterus_rufifrons ,2011,FALL,217,FOREST,4,NO,STATIC,3,10.3,56
Basileuterus_rufifrons ,2011,FALL,229,FOREST,4,NO,STATIC,3,10.3,54
Basileuterus_rufifrons ,2011,FALL,230,FOREST,3,NO,ACTIVE,2,11,56
Basileuterus_rufifrons ,2012,SPRING,6,COFFEE,4,NO,STATIC,2,10.7,58
Basileuterus_rufifrons ,2012,SPRING,9,COFFEE,3,NO,STATIC,3,11.2,57
Basileuterus_rufifrons ,2012,SPRING,10,COFFEE,4,NO,ACTIVE,3,10.7,58
Basileuterus_rufifrons ,2012,SPRING,11,COFFEE,4,NO,STATIC,3,10.4,55
Basileuterus_rufifrons ,2012,SPRING,12,COFFEE,4,NO,STATIC,3,10.8,57
Basileuterus_rufifrons ,2012,SPRING,13,COFFEE,3,NO,STATIC,2,10.6,54
Basileuterus_rufifrons ,2012,SPRING,16,COFFEE,4,NO,STATIC,3,11.3,59
Basileuterus_rufifrons ,2012,SPRING,16,COFFEE,4,NO,ACTIVE,3,11,58
Basileuterus_rufifrons ,2012,SPRING,17,COFFEE,4,NO,STATIC,3,10.7,58
Basileuterus_rufifrons ,2012,SPRING,17,COFFEE,4,NO,STATIC,2,9.6,54
Basileuterus_rufifrons ,2012,SPRING,24,COFFEE,4,NO,STATIC,3,11.2,57
Basileuterus_rufifrons ,2012,SPRING,25,COFFEE,3,NO,STATIC,3,10.4,56
Basileuterus_rufifrons ,2012,SPRING,26,COFFEE,3,NO,STATIC,2,11,55
Basileuterus_rufifrons ,2012,SPRING,29,COFFEE,4,YES,STATIC,3,10.7,60
Basileuterus_rufifrons ,2012,SPRING,29,COFFEE,4,NO,STATIC,3,11,57
Basileuterus_rufifrons ,2012,SPRING,32,COFFEE,3,NO,STATIC,3,10.3,56
Basileuterus_rufifrons ,2012,SPRING,32,FOREST,4,YES,STATIC,3,11.6,60
Basileuterus_rufifrons ,2012,SPRING,33,FOREST,4,YES,STATIC,3,11.5,60
Basileuterus_rufifrons ,2012,SPRING,37,COFFEE,4,YES,STATIC,3,12.3,58
Basileuterus_rufifrons ,2012,SPRING,37,COFFEE,4,YES,STATIC,2,10.4,59
Basileuterus_rufifrons ,2012,SPRING,37,COFFEE,4,YES,STATIC,2,11,57
Basileuterus_rufifrons ,2012,SPRING,38,FOREST,4,YES,STATIC,2,11.6,59
Basileuterus_rufifrons ,2012,SPRING,38,FOREST,3,NO,STATIC,2,10,54
Basileuterus_rufifrons ,2012,SPRING,38,FOREST,3,NO,STATIC,3,11.1,52
Basileuterus_rufifrons ,2012,SPRING,43,FOREST,3,NO,STATIC,2,NA,55
Basileuterus_rufifrons ,2012,SPRING,47,FOREST,3,NO,STATIC,3,9.8,53
Basileuterus_rufifrons ,2012,SPRING,49,COFFEE,4,YES,STATIC,2,11.8,59
Basileuterus_rufifrons ,2012,SPRING,49,COFFEE,4,YES,STATIC,2,11.2,57
Basileuterus_rufifrons ,2012,SPRING,49,COFFEE,4,YES,STATIC,3,11.6,56
Basileuterus_rufifrons ,2012,SPRING,50,COFFEE,3,YES,STATIC,3,11.8,55
Basileuterus_rufifrons ,2012,SPRING,50,COFFEE,4,YES,STATIC,3,12,58
Basileuterus_rufifrons ,2012,SPRING,50,FOREST,3,YES,STATIC,3,10.8,58
Basileuterus_rufifrons ,2012,SPRING,51,COFFEE,3,YES,STATIC,2,10.8,56
Basileuterus_rufifrons ,2012,SPRING,52,COFFEE,4,YES,STATIC,3,11.8,60
Basileuterus_rufifrons ,2012,SPRING,52,FOREST,4,YES,STATIC,3,12,54
Basileuterus_rufifrons ,2012,SPRING,52,FOREST,3,YES,STATIC,3,11.5,54
Basileuterus_rufifrons ,2012,SPRING,52,FOREST,3,NO,STATIC,3,10.3,54
Basileuterus_rufifrons ,2012,SPRING,53,FOREST,0,YES,NA,3,10.9,59
Basileuterus_rufifrons ,2012,SPRING,58,FOREST,3,NO,STATIC,3,10.9,52
Basileuterus_rufifrons ,2012,SPRING,61,FOREST,4,YES,STATIC,3,11.3,57
Basileuterus_rufifrons ,2013,SPRING,4,COFFEE,4,NO,STATIC,2,10.7,59
Basileuterus_rufifrons ,2013,SPRING,5,COFFEE,4,NO,STATIC,3,10.8,59
Basileuterus_rufifrons ,2013,SPRING,10,COFFEE,4,NO,STATIC,2,NA,54
Basileuterus_rufifrons ,2013,SPRING,12,COFFEE,3,NO,STATIC,3,10.4,55
Basileuterus_rufifrons ,2013,SPRING,12,COFFEE,4,NO,STATIC,3,10.6,53
Basileuterus_rufifrons ,2013,SPRING,12,COFFEE,0,NO,NA,3,11.1,56
Basileuterus_rufifrons ,2013,SPRING,13,COFFEE,4,YES,STATIC,3,11.4,57
Basileuterus_rufifrons ,2013,SPRING,15,COFFEE,3,NO,STATIC,3,10.7,56
Basileuterus_rufifrons ,2013,SPRING,15,COFFEE,3,NO,STATIC,3,10.3,53
Basileuterus_rufifrons ,2013,SPRING,17,COFFEE,4,YES,STATIC,2,10.9,57
Basileuterus_rufifrons ,2013,SPRING,18,COFFEE,4,YES,STATIC,3,10.9,56
Basileuterus_rufifrons ,2013,SPRING,18,COFFEE,4,NO,STATIC,2,10.3,54
Basileuterus_rufifrons ,2013,SPRING,21,COFFEE,4,NO,STATIC,3,11.1,59
Basileuterus_rufifrons ,2013,SPRING,22,COFFEE,4,NO,STATIC,3,11.3,60
Basileuterus_rufifrons ,2013,SPRING,22,COFFEE,4,NO,STATIC,3,11.5,58
Basileuterus_rufifrons ,2013,SPRING,23,FOREST,4,YES,STATIC,3,11.6,59
Basileuterus_rufifrons ,2013,SPRING,23,FOREST,4,NO,ACTIVE,3,11,54
Basileuterus_rufifrons ,2013,SPRING,24,COFFEE,4,YES,STATIC,3,11.4,58
Basileuterus_rufifrons ,2013,SPRING,25,COFFEE,3,NO,STATIC,2,10.1,55
Basileuterus_rufifrons ,2013,SPRING,25,COFFEE,0,NO,NA,3,10.2,54
Basileuterus_rufifrons ,2013,SPRING,26,COFFEE,4,NO,STATIC,3,11.6,54
Basileuterus_rufifrons ,2013,SPRING,26,COFFEE,4,YES,STATIC,3,10.3,58
Basileuterus_rufifrons ,2013,SPRING,26,COFFEE,3,NO,STATIC,3,10.4,56
Basileuterus_rufifrons ,2013,SPRING,26,COFFEE,3,NO,STATIC,2,10.1,55
Basileuterus_rufifrons ,2013,SPRING,26,COFFEE,0,NO,NA,3,10,52
Basileuterus_rufifrons ,2013,SPRING,27,COFFEE,3,NO,STATIC,3,10,53
Basileuterus_rufifrons ,2013,SPRING,27,COFFEE,4,NO,STATIC,3,11.1,59
Basileuterus_rufifrons ,2013,SPRING,27,COFFEE,3,YES,STATIC,3,12.3,56
Basileuterus_rufifrons ,2013,SPRING,27,COFFEE,3,NA,STATIC,2,10.3,54
Basileuterus_rufifrons ,2013,SPRING,30,COFFEE,4,NO,STATIC,2,11,54
Basileuterus_rufifrons ,2013,SPRING,31,FOREST,3,NO,STATIC,2,10.2,54
Basileuterus_rufifrons ,2013,SPRING,33,FOREST,4,NO,ACTIVE,3,11.1,55
Basileuterus_rufifrons ,2013,SPRING,35,COFFEE,3,YES,STATIC,3,10.8,56
Basileuterus_rufifrons ,2013,SPRING,38,FOREST,3,YES,STATIC,3,10.9,58
Basileuterus_rufifrons ,2013,SPRING,39,FOREST,3,NO,STATIC,3,10.9,52
Basileuterus_rufifrons ,2013,SPRING,39,FOREST,2,NO,STATIC,2,9.7,52
Basileuterus_rufifrons ,2013,SPRING,44,COFFEE,4,NO,STATIC,3,9.6,53
Basileuterus_rufifrons ,2013,SPRING,44,COFFEE,4,YES,STATIC,3,11.2,58
Basileuterus_rufifrons ,2013,SPRING,44,COFFEE,3,YES,STATIC,3,11.6,58
Basileuterus_rufifrons ,2013,SPRING,44,COFFEE,3,YES,STATIC,3,10.5,54
Basileuterus_rufifrons ,2013,SPRING,45,COFFEE,3,YES,STATIC,3,10.9,57
Basileuterus_rufifrons ,2013,SPRING,45,COFFEE,3,YES,STATIC,3,11.1,57
Basileuterus_rufifrons ,2013,SPRING,45,COFFEE,4,YES,STATIC,3,11.1,59
Basileuterus_rufifrons ,2013,SPRING,45,COFFEE,3,YES,STATIC,3,11.1,54
Basileuterus_rufifrons ,2013,SPRING,45,FOREST,3,NO,STATIC,3,10.7,55
Basileuterus_rufifrons ,2013,SPRING,46,COFFEE,4,YES,STATIC,3,11,58
Basileuterus_rufifrons ,2013,SPRING,46,COFFEE,3,YES,STATIC,3,11.7,56
Basileuterus_rufifrons ,2013,SPRING,46,COFFEE,3,YES,STATIC,3,11,56
Basileuterus_rufifrons ,2013,SPRING,46,COFFEE,3,NO,STATIC,3,11.6,56
Basileuterus_rufifrons ,2013,SPRING,46,COFFEE,4,YES,STATIC,3,11.3,57
Basileuterus_rufifrons ,2013,SPRING,47,COFFEE,4,YES,STATIC,3,NA,NA
Basileuterus_rufifrons ,2013,SPRING,47,COFFEE,3,YES,STATIC,3,11,55
Basileuterus_rufifrons ,2013,SPRING,47,COFFEE,3,NO,STATIC,3,10.3,56
Basileuterus_rufifrons ,2013,SPRING,47,FOREST,3,YES,STATIC,2,10.9,55
Basileuterus_rufifrons ,2013,SPRING,48,COFFEE,4,YES,STATIC,3,11.1,NA
Basileuterus_rufifrons ,2013,SPRING,48,COFFEE,3,NO,STATIC,2,10.3,55
Basileuterus_rufifrons ,2013,SPRING,48,COFFEE,3,YES,STATIC,3,10.9,57
Basileuterus_rufifrons ,2013,SPRING,48,COFFEE,4,NO,STATIC,3,10.9,55
Basileuterus_rufifrons ,2013,SPRING,48,FOREST,3,YES,STATIC,3,10.7,58
Basileuterus_rufifrons ,2013,SPRING,49,FOREST,3,NO,STATIC,3,11.2,58
Basileuterus_rufifrons ,2013,SPRING,50,FOREST,3,YES,STATIC,3,10.3,58
Basileuterus_rufifrons ,2013,SPRING,50,FOREST,3,NO,STATIC,2,11,53
Basileuterus_rufifrons ,2013,SPRING,53,FOREST,4,NO,STATIC,3,11,58
Basileuterus_rufifrons ,2013,SUMMER,114,COFFEE,3,NO,ACTIVE,3,11,57
Basileuterus_rufifrons ,2013,SUMMER,116,COFFEE,3,NO,ACTIVE,3,11.4,57
Basileuterus_rufifrons ,2013,SUMMER,131,COFFEE,3,NO,STATIC,3,11,57
Basileuterus_rufifrons ,2013,SUMMER,131,COFFEE,2,NO,ACTIVE,2,11,52
Basileuterus_rufifrons ,2013,SUMMER,133,COFFEE,3,NO,ACTIVE,3,10.9,58
Basileuterus_rufifrons ,2013,SUMMER,133,COFFEE,3,YES,ACTIVE,3,11.9,58
Basileuterus_rufifrons ,2013,SUMMER,138,COFFEE,3,NO,STATIC,3,6.8,54
Basileuterus_rufifrons ,2013,SUMMER,138,COFFEE,3,NO,ACTIVE,2,8.5,55
Basileuterus_rufifrons ,2013,SUMMER,141,FOREST,3,NO,STATIC,3,10.5,55
Basileuterus_rufifrons ,2013,SUMMER,142,FOREST,2,NO,STATIC,3,10.8,55
Basileuterus_rufifrons ,2013,SUMMER,142,FOREST,2,NO,STATIC,3,10.6,55
Basileuterus_rufifrons ,2013,SUMMER,142,FOREST,2,NO,STATIC,2,11.4,55
Basileuterus_rufifrons ,2013,SUMMER,143,FOREST,2,NO,STATIC,2,11.1,57
Basileuterus_rufifrons ,2013,SUMMER,146,COFFEE,2,NO,STATIC,3,10.7,55
Basileuterus_rufifrons ,2013,SUMMER,148,COFFEE,4,NO,ACTIVE,3,7.3,56
Basileuterus_rufifrons ,2013,SUMMER,149,COFFEE,4,NO,ACTIVE,3,10.7,51
Basileuterus_rufifrons ,2013,SUMMER,149,COFFEE,2,NO,STATIC,3,10.9,56
Basileuterus_rufifrons ,2013,SUMMER,149,COFFEE,2,NO,STATIC,3,9.8,56
Basileuterus_rufifrons ,2013,SUMMER,150,COFFEE,3,NO,STATIC,3,12.2,59
Basileuterus_rufifrons ,2014,SPRING,1,COFFEE,4,NO,STATIC,3,10.7,60
Basileuterus_rufifrons ,2014,SPRING,2,COFFEE,4,NO,STATIC,3,7.7,59
Basileuterus_rufifrons ,2014,SPRING,4,COFFEE,4,NO,STATIC,3,10.3,59
Basileuterus_rufifrons ,2014,SPRING,5,COFFEE,3,NO,STATIC,3,10,57
Basileuterus_rufifrons ,2014,SPRING,6,COFFEE,0,NO,NA,3,14.9,54
Basileuterus_rufifrons ,2014,SPRING,6,COFFEE,3,NO,STATIC,3,10.3,59
Basileuterus_rufifrons ,2014,SPRING,6,COFFEE,4,NO,STATIC,3,10.8,59
Basileuterus_rufifrons ,2014,SPRING,11,COFFEE,4,NO,STATIC,3,10.5,60
Basileuterus_rufifrons ,2014,SPRING,11,COFFEE,4,NO,STATIC,3,10.4,56
Basileuterus_rufifrons ,2014,SPRING,11,COFFEE,4,NO,STATIC,3,11,59
Basileuterus_rufifrons ,2014,SPRING,17,COFFEE,4,NO,STATIC,3,11.1,56
Basileuterus_rufifrons ,2014,SPRING,19,COFFEE,3,NO,STATIC,3,10.8,57
Basileuterus_rufifrons ,2014,SPRING,22,COFFEE,0,NO,NA,2,10.2,56
Basileuterus_rufifrons ,2014,SPRING,23,COFFEE,3,NO,STATIC,3,10.1,54
Basileuterus_rufifrons ,2014,SPRING,24,COFFEE,4,NO,STATIC,3,10.7,60
Basileuterus_rufifrons ,2014,SPRING,24,COFFEE,3,NO,STATIC,3,10.6,56
Basileuterus_rufifrons ,2014,SPRING,25,COFFEE,3,NO,STATIC,3,10.2,55
Basileuterus_rufifrons ,2014,SPRING,25,COFFEE,3,NO,STATIC,2,10.5,59
Basileuterus_rufifrons ,2014,SPRING,27,COFFEE,4,NO,STATIC,3,10.4,58
Basileuterus_rufifrons ,2014,SPRING,27,COFFEE,4,NO,STATIC,2,10.8,58
Basileuterus_rufifrons ,2014,SPRING,28,COFFEE,4,NO,STATIC,3,10.7,60
Basileuterus_rufifrons ,2014,SPRING,28,COFFEE,3,YES,STATIC,3,11,60
Basileuterus_rufifrons ,2014,SPRING,28,COFFEE,4,NO,STATIC,3,11.2,56
Basileuterus_rufifrons ,2014,SPRING,30,COFFEE,4,NO,STATIC,3,11.2,57
Basileuterus_rufifrons ,2014,SPRING,30,COFFEE,4,NO,STATIC,3,10.4,59
Basileuterus_rufifrons ,2014,SPRING,31,COFFEE,4,NO,STATIC,3,11,60
Basileuterus_rufifrons ,2014,SPRING,35,FOREST,3,NO,STATIC,3,10.5,54
Basileuterus_rufifrons ,2014,SPRING,36,FOREST,4,NO,STATIC,3,9.7,55
Basileuterus_rufifrons ,2014,SPRING,36,FOREST,4,NO,STATIC,2,10.5,56
Basileuterus_rufifrons ,2014,SPRING,40,FOREST,3,NO,STATIC,3,12,55
Basileuterus_rufifrons ,2014,SPRING,42,FOREST,4,NO,STATIC,3,10,56
Basileuterus_rufifrons ,2014,SPRING,44,FOREST,3,YES,STATIC,2,10.7,56
Basileuterus_rufifrons ,2014,SPRING,45,FOREST,4,NO,STATIC,3,10.3,55
Basileuterus_rufifrons ,2014,SPRING,48,FOREST,3,NO,STATIC,2,10.6,55
Basileuterus_rufifrons ,2014,SPRING,49,FOREST,3,NO,STATIC,3,10.7,53
Basileuterus_rufifrons ,2014,SPRING,49,FOREST,3,YES,STATIC,3,11.6,57
Basileuterus_rufifrons ,2014,SPRING,51,FOREST,3,NO,STATIC,3,10.8,54
Basileuterus_rufifrons ,2014,SPRING,55,FOREST,3,YES,STATIC,3,11.4,57
Basileuterus_rufifrons ,2014,SUMMER,94,COFFEE,4,YES,STATIC,3,8.9,53
Basileuterus_rufifrons ,2014,SUMMER,96,COFFEE,4,YES,STATIC,3,12,58
Basileuterus_rufifrons ,2014,SUMMER,96,COFFEE,4,YES,STATIC,3,11.2,60
Basileuterus_rufifrons ,2014,SUMMER,97,COFFEE,4,YES,STATIC,3,10.4,57
Basileuterus_rufifrons ,2014,SUMMER,97,COFFEE,4,YES,STATIC,3,11.4,57
Basileuterus_rufifrons ,2014,SUMMER,102,FOREST,4,YES,STATIC,3,11.7,61
Basileuterus_rufifrons ,2014,SUMMER,104,COFFEE,3,YES,STATIC,3,11.3,54
